age,gender,Eastern,Japan,Samurai,Funky,Nature,Western,Space,Mystery,Puzzle,Art
20,Female,94,80,97,17,78,41,59,25,52,83
16,Female,30,87,14,32,80,78,93,89,47,77
18,Male,3,88,78,68,55,54,44,79,21,51
35,Female,45,35,3,37,99,4,37,97,81,35
15,Male,22,9,76,77,59,32,12,90,26,75
25,Female,96,23,57,72,74,43,30,73,83,74
23,Male,59,63,60,84,94,94,95,22,81,66
21,Male,10,37,79,10,93,25,96,17,47,63
32,Female,25,56,34,8,91,95,13,94,78,84
30,Female,20,74,95,66,75,100,89,73,71,84
39,Male,85,53,73,98,65,76,89,44,25,5
30,Male,8,43,78,34,93,35,94,25,3,20
23,Male,80,87,84,70,95,4,92,92,20,14
20,Male,39,80,39,67,84,94,70,16,10,38
16,Female,68,89,15,7,98,10,44,46,91,99
18,Male,11,18,57,46,42,64,80,94,74,20
21,Male,31,97,1,12,82,11,74,42,9,67
37,Female,68,56,30,77,86,75,94,74,80,14
19,Female,85,31,66,57,99,27,91,24,14,71
21,Female,93,30,4,90,90,28,10,18,32,82
16,Female,98,36,52,75,73,20,14,12,16,98
37,Female,68,26,94,29,100,82,23,79,96,100
23,Male,6,55,25,67,96,21,85,48,57,66
29,Female,6,3,22,1,74,74,67,61,75,92
24,Female,77,59,8,49,92,63,1,82,52,86
21,Male,17,94,24,51,91,16,99,5,4,69
25,Male,52,95,97,15,79,92,94,23,39,7
30,Male,29,32,99,22,90,88,92,90,59,73
27,Female,86,86,94,37,70,74,23,48,91,94
15,Female,19,2,75,71,74,54,14,41,58,100
34,Male,31,62,87,27,83,70,100,25,64,24
38,Female,57,53,22,88,97,54,92,79,74,71
28,Female,22,79,77,98,79,56,81,32,77,83
32,Female,44,99,96,98,70,26,53,94,77,9
37,Female,64,29,15,45,98,92,50,75,97,73
28,Male,12,17,98,76,90,6,99,70,50,23
18,Female,86,85,40,83,99,88,23,58,89,75
34,Male,28,32,86,95,98,100,76,83,6,96
39,Male,7,8,7,100,75,18,59,58,91,37
20,Female,70,44,12,55,72,44,9,31,28,72
32,Female,65,22,90,63,75,26,95,91,96,33
32,Female,9,35,84,55,92,62,14,100,93,96
38,Female,35,2,57,4,76,94,11,85,70,82
35,Female,71,26,40,79,90,59,56,88,79,33
24,Male,91,42,88,42,70,61,97,67,88,3
27,Male,63,17,72,12,93,95,75,53,15,36
17,Male,29,44,79,55,5,56,54,46,80,50
33,Female,82,10,45,34,92,41,84,86,72,12
31,Male,53,10,81,13,80,68,84,53,98,31
40,Female,71,93,79,57,97,97,42,72,85,24
31,Male,16,52,74,37,93,17,73,76,13,42
34,Female,43,28,92,13,98,61,11,83,78,36
23,Female,71,41,76,36,95,71,36,78,69,88
29,Male,85,7,86,53,79,18,90,97,60,69
33,Female,89,12,6,12,79,44,52,100,75,66
30,Male,17,61,90,44,71,45,81,30,40,51
36,Female,41,62,61,3,86,46,7,93,86,19
23,Female,83,61,22,45,73,54,31,38,20,94
18,Female,90,50,93,90,86,93,26,3,43,97
30,Female,78,45,8,53,91,77,50,91,75,98
16,Female,4,60,10,86,74,30,9,18,81,100
26,Male,63,33,89,14,94,31,98,78,67,57
22,Female,70,20,44,11,92,64,68,70,47,81
23,Female,80,18,99,66,85,10,57,30,9,73
24,Male,82,79,12,34,86,31,85,7,44,31
16,Female,93,55,73,53,72,14,27,44,66,78
18,Female,87,1,37,24,91,1,42,100,33,75
38,Male,54,60,14,60,95,20,87,37,47,6
29,Female,99,65,27,9,93,39,43,95,85,74
34,Male,37,62,97,98,96,66,79,56,68,6
25,Female,73,76,2,44,91,8,49,96,76,81
19,Male,21,34,22,24,10,70,82,87,35,87
26,Female,42,57,89,96,76,16,25,82,83,85
21,Male,63,67,61,54,96,48,73,22,66,10
40,Female,69,73,100,93,73,1,67,88,98,20
24,Male,89,7,83,18,89,45,71,56,5,27
33,Female,92,81,90,81,74,4,81,99,72,11
37,Female,23,31,9,30,79,58,81,70,71,70
15,Male,37,67,36,98,46,62,20,47,69,45
29,Male,97,21,95,35,87,89,89,41,56,49
22,Male,84,46,27,51,90,83,97,99,55,83
25,Male,43,55,40,79,81,80,78,47,58,35
32,Female,84,95,17,34,84,75,65,71,81,20
39,Male,48,51,22,52,4,72,80,18,30,30
29,Male,74,11,93,19,91,27,87,98,63,62
31,Female,15,6,41,22,96,43,23,86,70,61
33,Female,97,48,73,61,72,61,66,86,70,76
32,Male,81,69,100,16,82,51,71,63,22,88
19,Male,58,37,95,69,78,12,97,49,60,84
15,Female,70,54,87,9,90,79,56,91,35,95
16,Male,12,4,93,23,75,99,69,73,37,84
40,Male,37,87,22,41,66,54,3,47,70,50
19,Female,94,70,65,65,97,66,64,87,5,95
25,Female,81,85,40,72,86,76,9,53,77,77
37,Male,6,8,16,37,95,42,5,64,8,14
28,Female,96,70,37,20,70,26,24,25,78,76
26,Male,39,13,80,93,86,70,97,24,2,47
15,Female,3,14,33,20,85,71,26,94,75,85
20,Female,89,97,89,97,72,81,5,32,80,89
37,Male,26,42,92,67,75,7,77,47,73,39
19,Male,57,2,4,1,47,45,84,42,99,72
36,Female,38,8,6,100,82,22,72,95,72,83
22,Female,88,49,20,84,87,66,48,87,33,85
23,Female,76,29,79,64,86,70,44,25,96,98
38,Male,85,12,96,42,87,35,29,43,94,65
27,Male,1,56,99,89,94,82,91,39,3,67
18,Male,11,69,25,47,25,14,43,55,11,31
17,Male,82,20,78,35,56,14,74,78,11,19
26,Male,54,25,92,83,72,87,80,57,37,1
15,Male,3,9,65,80,15,15,13,53,100,13
39,Female,79,42,77,31,85,27,67,97,87,91
15,Male,30,83,47,83,60,60,78,85,30,54
18,Female,73,28,1,94,93,27,94,100,63,74
15,Female,89,47,21,91,71,71,93,81,60,80
25,Male,74,39,33,31,95,18,91,13,38,72
20,Female,92,73,68,80,84,70,85,62,28,74
20,Male,54,11,15,69,74,56,95,10,28,27
26,Male,3,19,91,27,95,26,99,7,38,89
23,Male,97,47,90,35,73,83,90,93,33,46
33,Male,58,75,92,89,80,3,86,50,16,58
30,Male,100,29,71,88,74,96,75,22,37,59
23,Male,48,77,3,52,75,92,70,16,9,18
19,Female,71,1,19,70,77,59,74,88,72,82
24,Female,70,95,17,43,85,54,49,9,92,99
31,Female,96,74,26,66,96,4,11,83,79,64
26,Male,10,41,90,49,70,55,74,84,51,98
17,Female,53,92,90,86,77,86,78,8,59,84
19,Male,16,25,18,39,66,13,57,82,51,87
22,Male,89,28,64,7,100,92,70,52,37,91
17,Male,75,19,49,40,40,9,25,66,28,82
18,Male,78,77,80,89,68,56,71,86,77,100
27,Female,52,81,17,45,75,56,58,71,74,77
36,Female,3,21,22,95,84,30,54,79,98,93
22,Female,90,17,64,10,92,54,55,85,49,93
36,Female,62,85,97,80,83,87,63,87,83,96
30,Male,12,34,84,58,96,32,91,8,70,66
39,Male,63,5,82,18,19,51,46,71,95,85
21,Female,89,64,85,13,71,44,6,56,20,75
23,Female,90,5,2,26,93,13,76,76,63,71
32,Female,18,33,29,69,73,95,63,80,96,3
25,Female,97,86,77,79,93,98,86,65,75,93
26,Male,56,18,83,81,96,20,81,77,20,72
27,Male,20,34,100,61,71,86,92,99,6,18
19,Female,88,14,94,64,78,74,33,8,63,76
24,Male,81,53,51,92,76,12,77,24,100,36
28,Female,28,60,19,28,85,68,65,68,87,89
24,Male,84,85,14,78,96,69,81,95,40,34
38,Female,72,8,10,79,81,70,26,89,75,26
31,Male,72,21,81,56,82,55,83,93,29,60
16,Female,98,39,12,87,93,61,16,49,23,76
33,Female,98,18,77,2,74,55,72,100,93,60
35,Male,53,5,98,64,95,22,79,93,55,25
15,Female,16,49,25,5,73,91,46,32,27,86
24,Female,78,88,94,8,76,100,98,60,40,88
37,Male,63,91,58,64,24,88,95,5,46,38
20,Male,50,58,65,52,78,10,83,37,8,99
26,Female,1,22,60,72,87,44,11,15,76,85
39,Female,62,5,66,2,81,58,46,89,98,29
40,Male,59,16,36,20,57,19,81,75,25,54
35,Male,30,64,97,72,95,25,72,40,20,1
32,Male,4,28,81,44,70,89,100,44,17,60
35,Female,37,35,55,74,97,98,84,83,99,26
33,Male,28,34,89,77,87,64,84,70,18,39
18,Female,84,97,81,14,80,75,71,25,52,100
37,Female,94,84,44,31,70,53,27,96,86,98
19,Male,88,8,5,8,60,85,6,63,6,78
24,Female,88,40,43,60,86,69,58,73,12,84
28,Female,72,81,6,45,97,49,42,30,83,90
31,Female,55,23,94,89,78,13,12,73,93,51
37,Female,45,47,68,18,97,24,63,90,93,54
30,Male,49,15,96,61,89,18,78,26,82,38
28,Male,55,60,93,88,75,97,80,5,23,64
28,Female,7,49,89,25,81,62,35,64,81,70
16,Female,49,99,2,5,91,39,76,79,27,73
27,Male,41,88,76,44,88,64,94,42,81,25
26,Female,8,61,11,64,93,10,43,55,76,71
17,Female,60,74,17,89,77,65,58,76,14,86
16,Male,96,56,82,76,59,82,67,8,28,95
40,Female,1,27,33,53,79,13,88,77,79,82
24,Male,30,84,56,67,85,54,90,100,69,9
28,Male,27,96,81,23,75,17,80,6,94,82
19,Female,73,72,46,86,85,94,6,69,51,86
28,Male,33,19,93,28,89,47,76,35,35,23
16,Male,10,62,17,96,89,94,29,77,51,55
33,Male,60,10,86,25,95,95,79,43,78,32
39,Male,36,98,2,75,87,43,81,52,33,62
16,Male,67,67,82,13,64,17,49,44,91,4
39,Male,46,82,88,53,38,45,53,74,45,20
36,Male,73,37,58,76,44,69,51,24,95,89
19,Female,72,69,71,99,76,4,90,4,83,95
20,Male,54,69,49,8,84,50,82,57,60,65
34,Female,75,8,64,97,84,78,34,73,96,41
16,Female,85,8,73,23,98,57,81,7,71,82
27,Male,92,36,94,14,76,72,100,81,37,14
30,Female,41,67,35,9,86,54,5,87,91,71
25,Male,53,14,75,75,93,45,82,65,49,26
26,Female,2,91,5,70,81,95,91,40,87,79
22,Male,31,15,9,18,91,46,82,51,14,53
35,Male,22,52,98,29,96,45,81,84,44,29
26,Male,63,17,97,45,84,49,88,55,28,95
15,Female,25,62,26,88,98,95,28,41,45,88
15,Female,11,27,4,5,74,43,7,77,23,99
25,Female,93,71,40,17,86,66,91,47,87,74
22,Male,79,31,19,69,88,54,93,40,9,43
20,Female,100,13,75,17,73,60,66,87,21,100
31,Female,14,99,85,34,81,65,49,73,86,98
15,Male,69,64,10,52,46,10,93,53,66,72
29,Male,22,68,81,51,79,22,79,38,97,96
30,Female,50,28,89,20,87,97,30,92,84,87
18,Male,83,41,72,39,73,58,48,33,43,78
23,Female,97,46,80,43,99,37,97,68,94,90
22,Female,82,28,94,95,94,65,36,85,45,80
32,Female,16,49,45,76,78,84,15,86,86,97
23,Female,100,19,63,67,93,55,59,92,35,73
20,Female,88,40,35,44,72,47,37,7,99,89
38,Male,38,36,31,84,30,73,55,88,40,45
30,Female,47,88,11,4,85,37,18,73,90,95
23,Male,62,12,83,60,92,28,71,15,58,34
39,Female,1,56,37,6,86,1,37,98,82,57
22,Male,56,72,92,1,78,41,74,84,15,83
36,Female,36,51,40,61,93,62,10,79,83,36
33,Female,60,36,100,8,89,88,23,78,89,89
27,Male,84,2,95,95,94,59,78,21,64,75
19,Female,97,99,14,35,93,11,66,67,85,70
30,Male,88,68,78,32,79,40,89,89,85,64
19,Female,71,40,46,20,73,71,26,59,27,89
25,Male,94,64,56,65,100,42,93,32,22,14
28,Female,33,34,25,37,84,94,60,81,90,73
31,Female,38,48,28,7,74,46,34,82,94,12
37,Female,20,85,94,17,89,56,8,77,91,20
39,Male,61,30,81,94,41,52,57,4,37,44
26,Female,87,69,59,63,76,52,63,22,76,97
21,Female,70,53,48,39,74,37,41,87,9,81
28,Male,20,85,72,62,71,42,87,95,60,36
33,Female,50,42,90,45,70,8,26,86,70,57
33,Female,21,9,90,89,71,1,46,87,72,78
33,Female,7,51,28,45,94,30,54,98,88,2
27,Male,99,23,76,24,90,15,86,57,17,25
24,Female,76,9,56,81,72,38,93,28,68,89
19,Male,89,33,82,44,19,69,22,18,65,79
16,Female,66,6,94,4,97,89,24,60,71,71
35,Female,91,81,52,65,80,59,3,79,78,37
18,Male,33,87,41,30,51,57,47,80,51,93
34,Female,79,66,31,63,89,42,5,89,75,28
17,Female,87,88,79,53,100,5,32,45,74,76
34,Male,58,82,79,27,72,57,87,43,70,61
22,Male,49,20,52,98,97,41,87,31,77,79
20,Male,91,81,61,26,79,11,75,60,76,36
32,Male,93,57,98,51,85,21,74,88,54,35
15,Male,63,60,84,59,9,91,34,21,3,90
20,Female,87,62,97,95,73,59,78,4,86,91
18,Female,100,40,83,24,84,3,67,29,50,99
18,Female,92,47,59,50,85,60,88,72,52,90
18,Female,91,93,85,98,77,74,68,69,74,100
23,Female,99,64,83,58,96,47,14,7,37,73
28,Female,51,45,41,80,90,23,5,6,89,89
19,Female,73,16,66,71,93,87,11,26,63,84
28,Male,76,7,80,47,70,8,81,40,85,19
40,Female,92,28,74,81,100,78,51,90,83,16
15,Female,37,29,3,31,86,50,41,59,53,84
19,Female,85,80,35,55,78,87,70,14,15,78
36,Female,89,81,32,16,92,42,38,77,91,22
32,Male,68,65,70,74,94,13,88,20,18,79
20,Female,71,81,46,38,89,78,30,12,19,71
18,Female,98,93,75,100,77,49,13,1,51,99
25,Female,90,23,87,44,80,6,93,1,83,94
19,Male,100,4,55,63,92,50,48,63,6,14
34,Male,93,19,100,71,73,100,86,5,18,85
33,Female,95,80,6,51,94,8,71,94,85,19
16,Male,54,56,11,86,44,49,78,71,43,51
38,Male,100,47,26,69,54,57,70,32,65,22
16,Female,39,14,90,15,86,82,97,71,3,85
36,Male,7,50,15,35,34,7,69,81,59,82
36,Male,76,16,66,71,31,46,88,31,52,5
36,Female,20,99,100,35,70,29,62,98,78,92
28,Male,68,88,100,40,90,95,90,76,38,35
19,Male,96,27,48,9,95,52,1,34,63,89
18,Male,46,66,24,63,96,65,14,20,83,71
23,Male,55,59,100,61,90,96,98,63,35,58
39,Female,43,84,78,41,85,38,34,88,72,49
22,Male,99,39,61,83,85,63,97,98,8,47
37,Male,33,41,98,9,95,11,18,5,8,86
35,Male,69,61,77,75,89,22,89,5,15,61
26,Male,53,7,72,45,85,46,74,35,34,86
38,Male,54,92,83,45,36,81,81,9,77,25
22,Male,31,39,62,69,81,66,78,21,59,55
40,Male,69,72,73,91,40,61,25,34,77,99
28,Male,100,42,80,34,100,94,80,67,82,94
32,Female,49,77,87,84,81,35,46,78,70,41
16,Male,40,1,31,12,50,6,50,10,98,8
20,Female,70,4,55,30,100,54,74,64,23,75
18,Male,82,38,75,65,84,96,72,83,62,11
30,Female,29,83,30,29,77,99,90,72,81,100
26,Male,86,24,76,31,99,83,74,38,64,65
27,Male,16,12,82,66,82,41,77,75,52,32
23,Male,30,66,13,69,72,94,76,6,91,43
33,Male,10,16,70,65,73,44,93,27,93,6
39,Female,51,77,91,15,80,7,5,80,79,57
33,Male,22,97,86,10,72,100,91,41,24,31
18,Female,95,71,77,50,98,49,21,3,55,92
27,Female,73,94,45,82,72,62,79,38,93,88
18,Female,82,12,41,45,81,99,60,33,43,86
18,Female,89,22,66,31,88,83,100,72,100,77
15,Male,21,40,8,1,32,68,98,76,19,80
22,Male,12,17,87,93,76,73,82,90,41,10
16,Male,52,33,14,94,66,87,70,98,37,17
18,Female,74,42,57,72,89,28,13,87,41,77
34,Female,94,12,9,100,70,13,46,91,90,22
35,Male,36,8,75,95,94,44,73,23,66,3
17,Male,97,62,91,46,84,71,86,44,68,16
38,Female,97,27,31,70,88,48,47,85,74,83
27,Female,47,16,5,52,99,57,38,73,100,89
28,Female,74,62,56,88,79,81,20,65,89,77
20,Female,96,74,72,64,88,25,41,64,12,74
18,Female,80,45,16,23,91,88,73,82,43,93
39,Male,24,67,56,57,37,60,60,95,8,31
27,Female,32,36,14,22,70,85,90,99,79,85
34,Male,70,4,90,4,83,66,71,32,11,94
39,Female,31,68,12,75,92,68,30,100,75,50
16,Female,30,62,88,24,75,25,99,57,25,76
21,Male,17,16,16,91,75,56,98,15,30,71
37,Female,94,69,40,89,92,95,34,78,74,19
20,Female,81,5,28,63,82,73,39,13,19,100
28,Male,61,37,97,86,84,92,85,85,87,44
16,Male,51,53,9,56,15,95,56,39,44,58
23,Male,51,48,29,25,82,80,85,18,96,96
18,Female,71,80,36,53,92,9,37,81,1,72
19,Male,27,96,77,18,94,71,16,69,43,31
30,Male,40,5,91,72,72,4,75,41,48,65
25,Male,50,80,5,68,97,60,85,49,10,74
30,Male,78,24,74,16,99,37,96,82,8,46
25,Male,94,80,95,69,79,75,98,18,71,62
32,Male,62,89,89,36,70,59,94,58,65,98
20,Male,29,39,50,81,85,61,86,95,13,65
29,Male,69,73,74,74,73,42,91,9,31,16
38,Male,86,44,89,98,78,29,91,14,44,36
39,Female,4,52,37,20,76,2,49,70,91,41
21,Male,40,64,1,27,77,43,79,7,25,86
36,Male,12,80,93,92,8,1,98,52,24,22
15,Male,85,56,29,76,6,46,46,77,89,42
21,Male,78,81,50,35,72,98,86,25,41,8
24,Male,47,80,21,31,93,97,74,33,76,41
20,Male,28,55,61,85,91,35,92,33,30,53
28,Female,28,91,30,38,90,68,63,13,100,81
35,Male,29,90,100,11,71,2,79,39,94,58
18,Male,22,59,73,55,46,51,41,55,62,85
38,Female,60,93,17,73,98,59,52,97,92,76
23,Female,83,17,35,66,90,90,9,69,42,78
20,Female,90,37,89,35,76,31,35,42,58,74
26,Male,25,30,94,30,77,47,95,12,22,82
27,Male,52,39,96,32,93,83,78,21,80,53
37,Male,38,45,42,56,47,28,50,74,13,86
40,Male,92,17,49,50,30,62,92,39,40,19
31,Male,76,96,78,22,87,51,95,86,7,10
38,Female,20,89,5,73,88,66,97,82,83,10
28,Male,40,54,85,69,77,46,88,9,21,85
18,Male,76,79,77,46,5,96,57,69,44,10
29,Male,16,97,73,51,93,23,89,97,25,34
36,Male,92,60,20,70,73,86,43,60,28,22
34,Female,27,69,5,34,91,39,16,78,72,89
28,Male,15,24,77,35,79,86,90,50,14,12
25,Male,38,3,57,36,86,14,98,22,17,84
33,Male,19,46,95,13,70,93,86,60,76,80
33,Male,79,74,76,34,79,12,97,65,62,81
22,Male,97,3,92,64,71,46,97,44,24,9
19,Female,100,6,2,43,100,10,87,53,10,80
34,Male,27,46,77,42,71,42,97,67,16,1
19,Female,73,42,5,45,94,6,68,80,84,93
36,Female,57,2,14,86,82,59,38,90,92,4
36,Female,12,2,5,89,71,95,58,80,79,95
24,Female,88,7,33,99,90,78,37,6,26,89
17,Male,49,65,72,55,74,85,46,35,47,52
40,Male,8,5,7,94,93,91,67,5,35,30
40,Female,50,26,76,81,75,55,24,93,96,57
29,Male,42,74,98,40,75,33,75,18,57,39
37,Female,96,49,21,93,94,86,38,80,91,99
20,Male,95,96,9,8,82,86,71,99,28,6
36,Female,22,26,11,24,96,94,64,87,75,99
23,Female,74,77,26,26,84,76,11,92,68,94
30,Female,59,100,76,54,76,69,98,81,79,100
30,Male,20,17,87,8,95,80,88,45,38,3
25,Male,20,21,8,6,99,100,92,70,24,23
36,Female,54,95,19,87,75,80,27,83,84,58
25,Female,79,2,52,69,78,90,56,63,77,80
17,Female,86,78,56,35,75,68,79,74,13,83
35,Male,27,38,85,81,73,95,88,80,78,3
16,Male,96,15,66,83,39,56,89,71,9,69
25,Female,72,27,96,61,87,52,100,48,88,84
33,Male,63,57,75,84,93,2,70,97,58,66
23,Female,71,55,6,41,97,71,79,16,3,97
27,Female,12,67,63,67,91,45,56,50,94,96
26,Male,95,60,74,88,100,72,95,92,73,96
27,Male,58,41,87,81,80,98,93,11,25,94
36,Male,31,15,13,73,61,94,90,11,8,2
27,Male,33,16,73,11,78,58,81,35,31,94
30,Male,71,55,75,41,85,29,70,100,95,44
29,Male,54,23,70,90,87,61,80,35,6,6
15,Male,43,10,51,98,32,95,78,48,19,58
20,Male,37,69,64,45,86,82,82,6,91,27
17,Male,3,21,60,53,34,94,4,33,100,59
26,Male,49,76,99,65,75,66,79,64,49,18
32,Male,8,71,95,3,90,68,96,67,80,39
15,Female,55,21,94,12,79,15,8,3,26,91
36,Male,73,94,29,100,50,1,81,99,28,99
18,Female,70,60,1,58,94,18,78,68,2,92
36,Male,80,72,6,89,63,57,89,38,17,35
33,Female,88,19,59,85,71,7,5,99,90,27
31,Female,78,56,91,73,81,65,3,100,94,31
26,Female,50,92,10,43,94,75,82,27,82,71
22,Male,87,29,31,17,91,38,92,66,5,78
18,Female,75,11,28,91,96,80,16,19,60,72
36,Male,38,65,28,10,37,75,91,82,18,75
40,Female,39,18,98,32,100,33,37,75,91,37
16,Female,83,7,56,68,89,61,50,12,10,76
33,Female,28,79,24,88,79,53,43,92,84,94
35,Female,59,92,54,66,84,96,21,99,92,18
20,Female,84,55,34,72,72,65,18,12,85,95
22,Female,74,41,2,41,73,1,32,51,11,78
22,Male,80,93,82,19,90,42,92,10,3,24
25,Male,67,29,54,30,95,55,93,83,8,100
38,Female,71,67,48,29,96,99,44,98,78,97
19,Male,54,12,45,82,89,15,28,20,100,73
29,Female,91,7,3,61,95,65,6,29,88,82
39,Male,58,16,89,21,17,15,24,2,67,62
39,Male,45,64,64,51,41,95,91,14,13,19
36,Male,54,3,32,2,37,11,38,22,53,41
16,Male,19,22,2,10,11,69,14,64,73,8
27,Male,76,56,93,58,80,43,82,72,79,5
21,Female,96,5,22,63,96,98,22,12,48,74
32,Male,88,44,73,10,71,2,74,27,35,74
39,Female,81,64,34,8,90,90,98,100,75,94
30,Male,80,47,100,18,89,95,88,6,36,37
26,Female,14,29,10,82,100,44,40,72,96,73
31,Male,59,76,74,80,70,52,83,37,90,3
39,Male,40,94,15,65,9,94,48,15,12,59
27,Male,41,20,98,75,93,88,95,46,89,95
27,Female,99,20,14,75,70,69,92,64,85,95
33,Female,4,59,35,29,74,94,3,96,83,13
16,Male,77,71,16,79,48,14,36,53,55,52
24,Female,84,23,22,37,94,73,41,49,1,82
32,Male,100,2,99,8,82,39,95,88,20,44
18,Male,52,83,20,43,68,75,61,85,8,17
30,Female,95,67,77,85,90,6,38,86,92,96
37,Female,63,96,86,99,96,4,67,89,91,14
15,Male,41,54,93,99,21,24,29,71,53,71
38,Female,31,72,96,76,90,29,17,98,95,55
29,Male,89,48,100,71,75,6,97,81,76,79
39,Male,46,42,18,12,10,77,87,69,54,29
19,Male,60,35,98,86,41,91,58,5,92,47
40,Male,16,82,20,3,22,85,100,56,69,8
18,Female,93,36,96,50,95,73,56,87,75,89
21,Male,39,81,90,71,72,61,90,32,25,79
15,Male,62,35,55,15,51,31,51,1,47,86
16,Male,66,95,60,73,35,18,6,85,83,17
24,Female,85,52,21,65,80,99,28,13,42,70
22,Female,78,29,22,78,71,90,3,85,60,75
21,Female,85,3,61,24,95,66,74,41,74,87
31,Male,95,37,88,94,95,40,82,5,47,11
39,Female,92,22,33,50,85,52,68,93,86,100
38,Female,39,51,82,59,89,73,10,84,72,84
38,Female,26,25,82,80,86,23,18,94,82,66
23,Female,82,10,50,21,88,61,5,71,11,75
28,Male,74,82,83,16,72,92,74,76,72,94
30,Female,28,55,38,82,85,52,18,70,98,77
30,Female,49,9,29,86,75,60,97,80,96,76
20,Male,66,65,59,69,76,100,95,98,26,96
36,Female,100,31,42,12,99,68,84,81,76,31
22,Male,58,10,96,24,86,67,96,81,88,39
29,Male,48,64,73,74,92,87,72,73,88,46
34,Female,33,62,68,97,70,24,10,76,74,84
15,Male,65,10,54,34,41,30,43,5,64,49
22,Female,72,12,3,7,82,84,82,79,58,83
16,Male,45,64,85,90,10,23,9,64,84,56
23,Female,88,7,31,66,91,27,68,3,11,95
32,Female,70,80,68,82,79,27,69,83,92,10
40,Female,37,56,89,13,95,92,54,82,79,83
21,Male,33,59,52,94,77,35,96,25,62,90
17,Female,48,46,17,66,77,52,44,12,50,80
37,Male,5,97,58,66,59,26,47,62,73,66
22,Male,91,10,87,55,80,45,93,36,78,99
39,Male,3,31,27,11,79,65,99,23,25,18
35,Male,77,64,80,96,85,14,77,84,86,63
30,Male,43,70,88,78,94,4,98,95,34,51
35,Female,88,65,89,99,79,26,40,96,100,64
19,Male,38,43,75,45,72,34,12,53,100,33
38,Female,3,31,88,31,93,90,84,86,80,87
39,Female,73,2,17,88,94,11,63,92,71,99
16,Male,29,68,44,60,23,63,9,91,45,80
23,Female,88,3,39,79,80,2,38,99,64,72
30,Female,64,96,5,44,96,29,77,97,87,93
35,Male,75,70,83,39,81,56,89,69,26,72
32,Female,58,22,23,58,96,3,50,76,77,83
39,Female,77,63,20,80,95,93,70,91,79,67
37,Female,44,31,56,43,93,62,58,98,94,56
40,Female,59,60,30,56,89,18,84,82,72,91
27,Female,3,58,56,7,85,67,10,76,70,82
15,Male,21,57,4,71,3,66,95,42,79,83
21,Female,89,70,34,46,100,95,97,90,89,96
15,Male,49,14,76,77,4,13,15,17,60,93
38,Female,10,6,18,53,76,94,62,71,73,96
18,Male,58,6,34,39,86,49,40,20,63,26
18,Female,71,2,14,95,81,2,33,69,64,72
25,Female,94,82,13,57,94,48,95,57,96,70
19,Male,94,57,64,67,38,1,90,40,2,58
29,Male,15,3,99,70,94,97,79,89,48,56
35,Male,51,95,75,91,95,87,98,57,31,57
15,Female,16,23,54,30,82,13,57,15,96,94
15,Female,20,94,49,29,97,18,22,45,86,74
18,Male,24,100,3,32,55,22,75,9,37,17
28,Male,91,68,70,22,99,3,71,15,42,67
22,Male,61,6,95,23,90,45,74,68,92,71
34,Female,97,6,15,68,79,65,31,92,91,47
16,Male,25,75,86,100,93,41,76,18,84,85
33,Female,73,36,65,58,73,16,55,96,82,14
31,Female,5,60,37,61,71,74,60,94,88,43
35,Male,6,17,83,42,70,21,83,83,61,77
16,Female,31,85,83,62,84,16,23,54,52,94
24,Female,84,93,24,59,81,64,7,75,16,75
21,Male,90,60,34,100,90,10,75,13,86,31
32,Female,1,96,10,43,76,78,84,88,98,76
31,Female,81,62,37,94,87,22,69,77,97,51
24,Female,79,45,69,18,91,32,58,81,18,87
21,Male,90,13,61,85,71,34,75,61,80,13
18,Female,85,59,7,21,92,38,90,27,94,73
34,Male,94,14,80,62,72,54,78,39,86,63
30,Male,7,76,92,93,82,89,94,21,19,67
20,Female,99,94,30,21,74,51,69,64,10,83
25,Female,96,88,25,20,91,1,72,72,94,80
24,Female,80,42,11,41,74,97,40,91,50,89
28,Female,30,83,19,37,79,28,57,62,88,76
25,Male,84,16,98,75,84,25,76,3,7,95
34,Male,1,92,70,37,80,98,92,60,78,78
32,Male,6,2,72,39,91,70,93,60,89,31
34,Male,8,45,73,49,74,83,91,17,25,9
27,Female,5,40,3,95,85,44,92,44,73,72
36,Female,10,83,43,12,97,86,43,83,71,59
30,Female,16,83,95,59,76,58,62,73,93,98
39,Female,6,55,96,55,88,36,17,100,90,94
20,Female,90,30,51,35,79,28,55,50,63,70
24,Male,66,3,38,40,94,75,94,14,93,88
28,Female,40,48,32,88,83,1,43,43,76,99
28,Female,77,21,72,38,86,88,76,100,72,84
38,Male,33,49,70,43,19,9,23,52,26,88
16,Female,23,85,8,72,94,98,100,86,24,87
19,Male,92,2,26,74,49,69,11,94,41,20
16,Male,78,49,5,51,51,45,43,15,27,82
36,Female,26,5,19,68,94,41,63,100,74,88
26,Male,19,62,98,11,92,65,89,59,43,5
22,Female,87,3,7,94,90,39,6,9,67,88
33,Female,94,28,34,73,86,22,96,84,73,59
17,Female,6,18,13,9,89,42,17,100,31,81
28,Female,79,3,3,51,86,46,41,85,80,95
31,Male,81,75,72,93,86,27,75,60,34,59
39,Male,73,13,50,97,73,16,72,84,63,55
22,Male,41,77,88,6,98,58,91,7,49,17
36,Female,71,48,31,78,91,54,67,97,74,50
19,Female,94,34,29,28,89,63,63,59,84,88
18,Female,74,15,99,57,83,99,13,80,73,73
